,trackID,trackTitle,artistName,trackPopularity,releaseDate,artistFollowers,topGenre1,topGenre2,artistID,albumID,songID,audio_Duration_ms,set_subset,set_split
9852,9852,Amang the Blue Flowers and the Yellow - Willie's Lyke-Wake,Ewan MacColl,0.0,1964,3867.0,Folk&Accoustic,Folk&Accoustic,3tetInyzmPXATzLBTzl125,7ohQqhOwBNUbJbNdmG6vJ9,SOBOKXE12A58A7AE91,144373,small,train
9854,9854,Amarillo Windmill,The Great Divide,18.0,1999,11326.0,Country,Country,3wFMSWADqsChenXd5yYkRb,6o1kNeyKyPrIfvvfRi8UTL,SOBOLKT12A58A7C781,193107,small,test
9863,9863,Te Echamos De Menos,Dorian,22.0,2004,131328.0,Rock,Pop,6GoZ2axiSqX91WzMrvJfWk,03Jozt44HX6CsXkgh0ihji,SOBOMSX12A58A7E396,263627,small,test
9864,9864,Strides,Median,3.0,2007,,,,4Pws9w3O92uETrXCAbdOPl,386V8vjUsY2WNMuittiGLK,SOBOMYH12AB017FA6B,276960,small,test
9874,9874,Jet pack Time,310,1.0,1999,,,,2fm12DOrwd0tdAsACXtYOC,5rmbP14wKyTP2HNR6bt05G,SOBOORW12AC468F025,313093,small,test
9875,9875,Sunrise - 2013 Remaster,Grateful Dead,10.0,2014,628992.0,Rock,Rock,4TMHGUX5WI7OOm53PqSDAT,0eTLYbOGt4qrnN0hi1z6ij,SOBOPDC12A58A7EEDF,247246,small,train
9881,9881,Traction In The Rain,David Crosby,28.0,1971,94040.0,Rock,Folk&Accoustic,59zdhVoWxSoHMc74n098Re,4v9ZAufvuQKvTLcy21y6BM,SOBOQLT12A6D4F9D83,226160,small,train
9884,9884,Uncorrected Personality Traits,Robyn Hitchcock,1.0,2007,15268.0,Pop,OTHER,0O0g9JMOVNoIgLG6dgaYMY,2fbOJuVGmOWwt2088jfZ6d,SOBORKP12AB01862C7,105093,small,train
9889,9889,The Mighty Heroes,Sloppy Seconds,11.0,2006,6055.0,Pop,,3G9m3ClSpLacKONiGjFvHA,4zgUcrHLh8aMtlk1BXRJEM,SOBOSHO12AB018922A,146400,small,train
9890,9890,New Millennium,Dream Theater,32.0,1997,745355.0,Metal,Metal,2aaLAng2L2aWD2FClzwiep,2AcOiEYDeMTAzUdVLJ0DP7,SOBOSHT12AB018851C,500400,small,train
9892,9892,Mur - Remix,Iam,0.0,2004,189359.0,Hip-hop,Reggae,56Q6weEROZ1RsVrTak8Bm7,10wc2a3Wtip4fhDR3n0XaZ,SOBOSQU12A6D4F8832,289080,small,train
9898,9898,Rum Cove,Intro,1.0,2009,,,,0eDlQ2hImtcBzdPqrkxLbF,2fgWrvEQ1CgiRHIsLqKlGL,SOBOSXP12A58A79532,39307,small,test
9903,9903,Senior Year,Audio Karate,11.0,2002,,,,0ElZSmC6H83GFXBUgTOOB1,07TgEjRCmCYqaJtD1d3QRz,SOBOUCN12A8C13F3EA,212293,small,test
9907,9907,Sincerité et jalousie,Alliance Ethnik,19.0,1995,,,,2dZM3D9rBveK3dywr1WQkN,73WyrLGzIT98p72VVYUY0Q,SOBOUPA12A6D4F81F1,195933,small,test
9908,9908,Better Off Now (That You're Gone),Will Hoge,12.0,2003,20745.0,Pop,Rock,6a8DSomMqspxk3s3WlBjNT,07KrLyHfpyYsOoz8VuJTms,SOBOUWK12A8C142CB6,178640,small,test
9909,9909,Hvani me za trubata,Upsurt,10.0,2003,6016.0,Hip-hop,Rock,2tgrhzplXojGi49ikGGaXA,0AYlrY39QmCNwR4r1uzlv3,SOBOVDJ12AC4689C94,252680,small,train
9910,9910,Poor De Chirico,"10,000 Maniacs",8.0,1990,123986.0,Rock,Folk&Accoustic,0MBIKH9DjtBkv8O3nS6szj,5yWUtlDZdJXjXrveoXjht8,SOBOVEW12AB0181788,189280,small,train
9912,9912,Two Way Street,Jah Cure,12.0,2009,169654.0,Reggae,Rock,1bSn5aMcE83TXLlLDU9rTy,2dqWoTG0zlhoy2iY4ZGaGf,SOBOVJI12AB0180F7D,249973,small,train
9914,9914,Children Of The Dark,Richard Thompson,1.0,1997,41431.0,Country,Folk&Accoustic,5w75MoT8FfcGOMgjgrj1cz,3sdR8uCso0sd8memAXtyNN,SOBOVRA12A6D4F957F,259267,small,train
9916,9916,Ya Nadie Te Quiere,Los Delinquentes,30.0,2005,174941.0,Folk&Accoustic,Folk&Accoustic,38LYyZ9hZEEQeEfeYoydqd,2H7fvSPBZYZzMej92pEun8,SOBOVYQ12A6D4F7CBA,229333,small,train
9919,9919,Dig Me A Hole,The Elders,7.0,2004,4113.0,Folk&Accoustic,Punk,1vV4PNRH6SBycDRxAz4YXt,5qyzcYx2uPnbX3HfEB7nrx,SOBOXAN12A6D4F9E49,253160,small,train
9933,9933,En vän till mig,Tomas Andersson Wij,6.0,2003,26350.0,Pop,Pop,2j8XNrT8TQH4JMeyEMJYfL,3XjmAPjqOHZZ1smH1jqPUU,SOBPAJU12A6D4FA02F,145440,small,test
9940,9940,Siempre quieres mas,Carlos Chaouen (F),5.0,2000,,,,7Bg0C3IXoPyISFXQg7Ryla,4uSiCyHkpZ2Gc6lecpLnht,SOBPCNC12A6D4F641A,235267,small,train
9942,9942,En Pie de Guerra,Alejandro Santiago,10.0,2010,8576.0,OTHER,OTHER,7yc8RHPDlQji4ztS6pgrk0,76E0DU06v8o5fcufd1t0c6,SOBPCOZ12AC9071705,197000,small,train
9944,9944,Nasty Woman,El Guapo Stuntteam,0.0,2005,,,,6EICMXmJVVU9TW83Xc3cBr,5u3wgwJpfCdFtFEmoi2gAr,SOBPDJH12AC468B247,269707,small,train
9948,9948,Pocsolyába Léptem,Takats Tamas Blues Band,1.0,2001,,,,0ujHMy4LdWgESx9wvprOsF,6n4abtdsnwK5LW16T4rzZB,SOBPEFP12AB018968F,281493,small,test
9950,9950,Washing Away Me in the Tides,Trivium,35.0,2005,664257.0,Metal,Metal,278ZYwGhdK6QTzE3MFePnP,21mOhkOtrPVySn4D2SbOAF,SOBPEXK12A58A77F84,226960,small,train
9956,9956,Stay With Me,Danity Kane,36.0,2006,269958.0,Pop,OTHER,3FD9VAd0ppjmKbfxF4LzUh,7KD97Fr5oLwKPabOBdIMiV,SOBPFUQ12A6D4FCDD2,232733,small,test
9961,9961,Bathroom Scenario,Fischer-Z,7.0,1990,12624.0,Rock,Rock,3fRV5Jo7lNKhRSx4C3sLMZ,3Sa7BMW3EDse23gM0UKn1I,SOBPGIZ12A6D4F7229,231133,small,train
9965,9965,Dream Room,Christina Rosenvinge,3.0,2003,27183.0,Rock,Pop,7MignPwWd7ZxlPi54KtLpp,6NyrI7nYKlaPuKY14MIkJW,SOBPHDA12A58A7F4CB,358400,small,test
9971,9971,Everything Breaks,The Woodentops,2.0,2013,2977.0,Indie,,6An62UauVVUH7OCxt5bnZu,7tRcwGTQ8JcgaZRUVPdMc1,SOBPHYW12AB01833E7,292173,small,train
9977,9977,These Days Without You,Big Head Todd and The Monsters,17.0,1997,43912.0,Rock,Pop,1lOQRP0UJWmpoDWBa8PB0B,4gGLHe1PkldcRrUvnZ5ThH,SOBPIUL12A8C146214,244692,small,test
9979,9979,Vamos a casarnos,Hidrogenesse,7.0,2007,10235.0,Pop,Pop,2vJ1aFdCPa1wYLqrlTvKuY,5JBrDB9iD7huWT5y6LCFPC,SOBPJIO12A8AE469CA,151733,small,train
9980,9980,Demons And Angels,Primal Fear,18.0,2005,69020.0,Metal,Rock,1yfiDL3YUEJlQCgb5Pun6g,0Ehwt0ClfhU04kD7dOUGSO,SOBPJKB12A81C23885,332427,small,train
9983,9983,Rusted Wheel,Silversun Pickups,40.0,2006,345823.0,Metal,Rock,6qyi8X6MdP1lu6B1K6yh3h,2Qr40p1sv6NYrf9NPehsrO,SOBPJQW12A8C13B943,360840,small,test
9985,9985,Break My Back,No Fun At All,11.0,1997,27062.0,Rock,Punk,6usO1o98RY3cUWxqaQxi8O,0pe6AEcELpgIT5ULRdvnU4,SOBPJXC12A8C13BC27,196307,small,train
10003,10003,Mirage - Chillout Mix,Hemstock,5.0,2008,,,,7kdozGXl4ChvApfP95SrIC,26WlJqKGRXUSfDDYthdzOI,SOBPLRY12AB01813D8,598779,small,train
10006,10006,Seyo,Abdoulaye Diabaté,1.0,2005,1213.0,Pop,,6SferzHRUVZYD8ik3BwbrL,6MeKdnu8IMd960ux75qNG1,SOBPLZD12AB01841AC,421067,small,test
10009,10009,Sold England - Remastered Version,Levellers,5.0,2000,37154.0,Pop,Rock,1TrwMxRrrlk0hZxJkw4jUF,0r725S6PYcmTbH1MQ2gIVV,SOBPMKT12A8C13CE6A,236080,small,train
10010,10010,Volvamos,Eddy Herrera,25.0,2001,126665.0,Latin,Pop,4yNdrUaF54csrLixVTnqzC,4DKgafmoXFZmhi73FJ0UQt,SOBPMPQ12A8C1316A5,274360,small,train
10012,10012,Wichita Jail,The Charlie Daniels Band,25.0,1973,220215.0,Rock,Country,12d4iIvTOk7JkI6ecvc3ca,5pYTPPKsbFdVxnkqQGEFJF,SOBPNBG12A58A7AB63,168200,small,train
10018,10018,El Loco,La Castañeda,41.0,1997,171751.0,Latin,Rock,7fFzUTQmuK6dcxov1opn5Q,4TC8pE18FdImaDP8ql30QA,SOBPODU12AB0180F5E,218867,small,train
10023,10023,Ramirez,No Me Pises Que Llevo Chanclas,3.0,2009,11439.0,Rock,Pop,3ixCNjKCjaRIRP7LOy5GTk,3cf8MHcwYc0Gy8SmQ7Axi6,SOBPOXN12AB018A77E,259599,small,train
10026,10026,Fireflies,The Coral,13.0,2002,121142.0,Pop,Pop,6OiHleP2bHM18dXq4aZQWt,2oeQpTZDIDYB6P1s2a6u0C,SOBPPHH12A8AE4508F,237627,small,test
10030,10030,Dirty! Filthy!,Ascii.Disko,2.0,2006,1677.0,Electronic/Dance,,3ryQXfij07gcxeck68pBEx,5MwF9uOujMUmCJxsbTWJlS,SOBPPPD12A6D4FDE30,412120,small,train
10031,10031,Revealing Too Much,The Honorary Title,22.0,2004,14198.0,Pop,,5t7hkRXc6uq9otYtV3Kkm7,0nIWusgskyYi0fzV4A0xUi,SOBPPUF12A8C13B28D,243827,small,test
10034,10034,Finns det flickor jag då finns det kyssar,Ernst Rolf,3.0,2005,578.0,Pop,,7ABFEDbuzeJHelRRo1xDAI,47jQGhIbSghR7QglE63Wm2,SOBPPXG12A8C13A068,168880,small,train
10036,10036,Find Shelter,Noah Georgeson,6.0,2006,849.0,Folk&Accoustic,Metal,560GMyzlOxLgjvQdFjaHh8,3mTtyU2A7EidNBZ8BQdjnt,SOBPQBV12AB017BB0B,157293,small,train
10037,10037,Escenario,El Chojin (F),4.0,2000,,,,70LZTHeNqB4tyrSjTsfzzb,2ZEySddfviyv4LAIwLmP9W,SOBPQFP12A6D4F9FD5,210467,small,test
10038,10038,Soak,Onesidezero,7.0,2001,,,,4Qd8NEE1cdNgqki7u9r1hs,4RTup2e5U7iVJM49P0WXdd,SOBPQGN12AB0185148,174333,small,train
10041,10041,Kallarash,Zev Feldman & Andy Statman,1.0,2006,254.0,Folk&Accoustic,,6GM2GEdAqqocmb6OT3RfOJ,5zgVzug8KgwDeujn2c0NUp,SOBPQPY12A8C1359B7,150307,small,train
10043,10043,Tomorrow,Roachford,5.0,2005,,,,5S3EbUETKlfsBRUiBKnqer,6dMI86Dv2HLIfcWVkArEz7,SOBPQXA12A6D4F96F8,323053,small,train
10045,10045,Buried Alive In The Blues - Live,Mike Bloomfield,1.0,1990,29987.0,Blues,Rock,0yT9vbP1EOnCpl2McnF9nH,3ImzqgEnD2JKAN7jalpPj8,SOBPRXH12AB01824D8,295907,small,train
10057,10057,Cocaine,Akissforjersey,7.0,2008,5022.0,Rock,,76ngLOVMTzymHSkCYq2wBw,3oKEyqAgdwdWDpBriELjem,SOBPTMA12A8C13C161,215787,small,test
10059,10059,Eight,Chew Lips,6.0,2010,5116.0,Electronic/Dance,Electronic/Dance,2GUPq2sUqFNcvAoFxBsUDR,3zkB1zhPFESAoYUai9E8DA,SOBPTPN12AB018F90F,186533,small,train
10065,10065,Fourou kolon,Rail Band,1.0,1995,1452.0,Pop,Jazz,4XTubZS5VChQ2EFH4xKnE0,7B9wuI3vBdee5DzIfxGN3O,SOBPUQS12AB017FC72,268067,small,train
10066,10066,Surprises,The Kings,1.0,2005,2989.0,Rock,,6555ocN2C4hPD1wntJtEZK,6xCRm3bmf6veVG6pl4uyk2,SOBPUSE12A6D4FBD4F,179560,small,train
10072,10072,Invitation,Switchblade Symphony,9.0,1999,17086.0,Punk,Punk,6UWjZjxdGvzK2ZJ6ybRRXv,74ETk7XdhJ3NkbIVRp9EP6,SOBPWWR12AB0182895,205027,small,train
10073,10073,Worlds' on a leash,Liquid Soul,14.0,1996,1436.0,Funk,,2OayjBrvpxhiDrV2KzKehh,2Vjl8W32UJFgfGJKGKzZsi,SOBPXGM12AB0181263,276573,small,train
10077,10077,No Turning Back (David Tort Remix),Gui Boratto,12.0,2010,91215.0,Electronic/Dance,Electronic/Dance,27LGatz1m8aJ7ZaVVWEphc,1AIunkS2bxXvPfXO22Mcgt,SOBPXOX12AB018AAB7,382653,small,test
10079,10079,Seven,Zola,3.0,2006,,,,6ylkDmy2tjBiqgE5ki7CFH,3sxJlbcLIDvXZLbGSNnyq9,SOBPYDG12A6D4F819B,249733,small,test
10089,10089,Tons Confession,Blonde Redhead,5.0,2004,150264.0,Indie,Pop,5isqImG0rLfAgBJSPMEVXF,52fsF9gcBfZsaqzIvsSVko,SOBPZLF12A8C145811,217267,small,test
10103,10103,Everything Flows,Idlewild,7.0,2007,31306.0,Pop,Indie,1xdB9gS1NrKEYgZUEfoqIw,4oWr1zgI4b4gVxoDDKYNcd,SOBQBYP12A8C1396F1,214120,small,train
10110,10110,Fear His Name,Overkill,23.0,1987,201725.0,Punk,Metal,0NmYchKQ8JIR9QHYJA0FRe,5o5qYy6hUQwHP2zSqqRC8N,SOBQCTE12A58A7AEDF,324480,small,train
10122,10122,Hold Fast To The Right,June Carter Cash,2.0,2004,18702.0,Country,Country,0ZnY6mQmgr2yZarjry68td,5BuhKkensECut4qrkCiDJ2,SOBQFAX12A6D4FC885,175440,small,train
10136,10136,Boomtown,Tea Leaf Green,1.0,2008,22320.0,Indie,Rock,4n3xlLBs7G1x9tJDXFD4G4,1q1DNTEwDs3XLTvJ2LfSnz,SOBQIHU12A8C131CEC,282960,small,train
10141,10141,Down the Line,Jimmy Page,3.0,2011,218778.0,Rock,Blues,55bGuHb50r5c0PeqqMeNBV,5Y6iJNe8FJZWsQstDclYUs,SOBQIXU12A8C134B5C,141133,small,test
10142,10142,A Dream of Love,Ultra Vivid Scene,6.0,1988,3495.0,Indie,Pop,3tW6ylfdDCxcBHqZJjVwrH,0lf5uU9vstokKznk6C1esx,SOBQIYO12A6D4F6799,244573,small,train
10144,10144,Wheel Of Life,Karmakanic,3.0,2004,6003.0,Rock,Rock,5tJ7jELYPd8ZRIp6dbHS7I,0AiLB8Em1o6mfHDhUMR5eP,SOBQJKZ12AB018D9B0,508027,small,train
10145,10145,Marionettes,Clair De Lune,0.0,2004,1115.0,Punk,Rock,05PimoFua5crVHetU33oQK,0oBLXgJSlhjP3SkgXJ6tf3,SOBQJPD12A6D4FA9CD,214920,small,train
10149,10149,Renuncia Al Sol,Skizoo,27.0,2005,13198.0,Metal,,33vLQpNrkogXxdKsMRINBa,59Vx85TsADSF2fxME9QTg6,SOBQJVH12A8C13C4C8,231147,small,test
10156,10156,Love You,Syd Barrett,3.0,1994,128798.0,Rock,Rock,6Lt3HS8R2v8Q4G7ZkUWa8R,4sibYE299zTbaoNnDLz3O1,SOBQKPT12A58A7B797,150133,small,train
10158,10158,Amazing - Original Club Mix,Stereo Mutants,0.0,2007,,,,4bcsmNiFbuVq2LxZgluDMc,3wFm7nIlq3xdt4WZMxkuou,SOBQLCH12AC468C530,514008,small,train
10182,10182,Staring Stars Down,The Beat Poets,0.0,2008,64.0,Indie,,4Hvhiypk8Pfp505QGiWKuR,6XIZKnd49vCHET8ix1fW6p,SOBQPHN12AB018131D,197640,small,test
10183,10183,Opera Tu Fimosis - Do The Mutilation,Siniestro Total,9.0,1983,52071.0,Rock,Rock,3baxdZ69449O6BMd7yuYXv,6cRt0SH13bpYaGM9oaYTxt,SOBQPIO12A67020446,150693,small,train
10187,10187,Wishful Thinking,The Ditty Bops,24.0,2004,6813.0,Punk,Pop,4DFJYrS9xYPuLAxn3xZRrb,2X2Kkt9k06AeYwfOx76mZo,SOBQPNK12A6701F2B6,159333,small,test
10190,10190,Gloomy Sunday,Etta Jones,1.0,2009,61672.0,OTHER,Jazz,3CEdEF8RsuL3hAFJaujvr0,48h95qXCRSpdjf0EFltuFF,SOBQPWN12AB017E44C,278227,small,train
10195,10195,Somebody's Mom,Pointed Sticks,7.0,2006,1526.0,Punk,Punk,6QAY7XWmuu8RwRlmhgpFpO,43mzBMrEC1H0lRIUuWzliR,SOBQQJW12A8C1384EF,95093,small,train
10201,10201,The Distances From Everyone To You - Non-Album Track,Louis XIV,4.0,2007,16691.0,Electronic/Dance,Rock,60NKN6tZYKbkjX1qpFQIqF,6o8z8XijB2cVvwyf39dozH,SOBQRZV12A6D4FCB41,308333,small,train
10205,10205,Mousetrap,Victims Family,1.0,1995,,,,35kuj0lkKtRfgxuDBxI4to,2zy77X0Xx2tlqmEULB0dE8,SOBQSIW12A8AE449E8,148067,small,train
10207,10207,I Was Lead To Believe,Thee Mighty Caesers,3.0,2009,,,,0wglKYZrFH9pp4rTWXnSa6,6yVeXrmQU5PFWM4H9cfCBo,SOBQSPA12A8C1414D9,129320,small,train
10210,10210,Songline,Tim Finn,1.0,2001,14276.0,Rock,Folk&Accoustic,6OIoPLnbAe0U4k1NFjqIyN,1hE5TvcYaeYhhaZBMNvPA6,SOBQSTM12A8C13D7C0,200960,small,train
10221,10221,Vlachovka,Tri Sestry,12.0,2003,17802.0,Folk&Accoustic,Rock,7yvvL4p6VhBe8iLfoM0PHR,0R7kkkod83tGrmpREWVNN0,SOBQUSH12A8C13C97F,211787,small,test
10223,10223,I Understand It - Radio Edit,Idlewild,2.0,2005,31306.0,Pop,Indie,1xdB9gS1NrKEYgZUEfoqIw,7p010gxHogc68sFBQKmb1J,SOBQUYV12A6701CBF3,208920,small,train
10232,10232,Afterparty at the Actor's Estate,The Reason,0.0,2004,,,,0caZ2plITb5HPl6pq1DvoA,2m5JEvzlp9VVC1xdi6sqmL,SOBQWLI12A8C138ABB,254387,small,train
10234,10234,A Mundane Phonecall to Jack Parsons,A Sunny Day In Glasgow,9.0,2007,14243.0,Pop,Pop,6ri0XKbaMvGEQ6r7fSee8g,2Uvo4l7ReSUBNEjH9G3bnj,SOBQWVS12AB017C669,201293,small,train
10235,10235,Premonition Of Love,The Divine Comedy,2.0,2006,63875.0,Pop,Pop,7EV6jW6dotBdvsHj6xPixi,5g4v6WmbIwy2Ep0JHle4R5,SOBQXJQ12A6D4F8795,234933,small,train
10239,10239,Bing,The Jason Bonham Band,5.0,1992,,,,3USq8cJevkZdDRzRlGwUX4,3BSRQTyhwSK3TXXGznA0xd,SOBQXVB12A8C138200,288200,small,train
10241,10241,He's a Good Lad,Bread,32.0,1973,397541.0,OTHER,Pop,70ZTdbPEcEugBNay4MvxfL,27PnJozrSZByyLlqFtiVtx,SOBQXWL12A6701FAE0,180933,small,train
10246,10246,Mi rumbita pa tus pies - 2003 Remastered Version,Melendi,48.0,2003,1463513.0,Pop,Pop,1EXjXQpDx2pROygh8zvHs4,3iQWCOqfiOEh5bXqbGD9oB,SOBQYIQ12A8C13B47C,197933,small,train
10249,10249,Eochaill,Danú,3.0,2005,4277.0,Folk&Accoustic,Folk&Accoustic,0Mm3mSg0GPDZwSI1fdznTV,6WS5f8k1j0dmRMnYw7BA1F,SOBQYOP12A8C1310B2,323307,small,train
10257,10257,Two Spaces,Frank Black,15.0,1993,41912.0,Pop,Rock,5Q8gM5SMBT2LAoZ5LzqAvH,2e7agSu3XEQgHVwaMNVscG,SOBQZAX12A8C133BF0,145533,small,test
10259,10259,Why Do The Men Stray,Gavin DeGraw,22.0,2009,799907.0,Pop,Rock,5DYAABs8rkY9VhwtENoQCz,0CcydXpHaLTBSqJXGzdIUX,SOBQZDI12AB018B2C4,185933,small,test
10263,10263,Pleasures of Soho,Sohodolls,13.0,2007,,,,1KNXft7nnRQj82sENi7WGN,3XOke7cLgEmyaQjQl5caAF,SOBRANN12A6D4FC3C0,175187,small,train
10267,10267,Glamour,For Against,2.0,2008,2333.0,Punk,,7ygZJqTyGv18fJT33CnLrO,7Fxm6IReHRLU4kE9VGPJ7U,SOBRBVB12AB017BA17,373747,small,train
10268,10268,Mind Of Mystikal,Mystikal,17.0,1995,301128.0,Hip-hop,Hip-hop,3LIJJJkO7R5RasRwt7xIn5,6ZFUMvnLkGErstI6DWISYn,SOBRCEB12A58A765B1,224227,small,train
10272,10272,Heat It Up! Burn It Out!,Black 'N Blue,13.0,1988,23680.0,Metal,Rock,6PVybt9IzBGmVr8Md7EP08,5agPoHMmjDz5gI8AftDR7g,SOBRDES12A8C14257E,261667,small,test
10273,10273,Earth,Way Out West,9.0,1997,22184.0,Electronic/Dance,Electronic/Dance,3HghjRl8Mo6OJWG0WElY2z,0mBQyQfW2Mba0lfUGNM5hP,SOBRDGH12AB018A70E,196467,small,train
10279,10279,Sus,Kurban,3.0,2005,40715.0,Rock,,5QpQ8Zu2s3aMjYf88au1Le,6C4mld4qfPk7d3g4dGqnMl,SOBRELX12A8C13C599,85322,small,train
10286,10286,The Camera Loves Me,Would-Be-Goods,1.0,1986,599.0,Indie,Pop,6jXqh4cxbD6QiDlHPwqcHO,1WAmSK8oSTjKSzoErJ0uXS,SOBRFAG12AC4686C96,179093,small,train
10295,10295,2 T-Shirts n a Adidas Suit,Andre Nickatina,13.0,2004,98841.0,Hip-hop,OTHER,7boQqq2hUcz9kHcQOecG4j,431qR6cafAQkoWsxI5ILZn,SOBRFXI12AB018B017,205667,small,test
10296,10296,She,Spirits & Worm,1.0,2010,,,,0BSZve0PAYJ6KYeVNgwK96,5ACpmax6iUVIj4fsyWSYTB,SOBRFZK12AB0186B68,197467,small,train
10304,10304,Sick,Unsane,8.0,1998,13581.0,Rock,Metal,2C3gpQ0UMPjrOQ4FYdylRS,03NRIyZ1h26mmL4w4prMXw,SOBRHDY12A58A7A39C,155893,small,train
10305,10305,Barricade,Folk Implosion,10.0,1997,10081.0,Rock,OTHER,6DM1YETeVIN3ce24DhnMhU,6wHnuNe9GMPjUFeD8KE8rI,SOBRHJW12A8C13C6CA,156293,small,train
10310,10310,Away From The Snakes,Tim Fite,12.0,2005,,,,0VBTK0YDK2t00EkRFzilAf,4PyRgRWT8CA8RXVgGdYp6Z,SOBRIIB12A8C13CD2E,231800,small,train
10316,10316,Scarecrow's Dream,Dan Fogelberg,23.0,1977,208418.0,OTHER,Rock,0cA5Tg15TwARIRZeiNT1RO,6uhNRFsnuwdUj3YW71gJEb,SOBRIVP12A8C1311E6,257240,small,train
10317,10317,L'amore acquatico,Moltheni,4.0,2009,7284.0,Pop,,0HGWx9YOM3K0EbEZkU7FR1,0EZm67HkBZScCWgwLxz9Kt,SOBRIVY12A8C14282F,270893,small,train
10320,10320,Do It (The Way You Do It),James Gang,24.0,1974,100215.0,Rock,Rock,5hfOHpGMsi8O3DA0ROLGqF,50Nywwka5u0qVnuDjFpnS2,SOBRJGW12AB01812DC,221373,small,train
10321,10321,Voy A Acabar Contigo,Amaral,4.0,2015,338140.0,OTHER,Pop,4OkeTQCk0fvX6VBYpOOxDi,47oBYHToWznwRtUZm5e87c,SOBRJKN12A6D4FAE60,232093,small,train
10328,10328,Pub and Culture,The Tossers,15.0,2007,25328.0,Punk,Rock,6JqiYCJwtFqBMCvX772Pw2,6zExs18JX9NdHYP1wWbEiQ,SOBRKHA12A6D4FCEF3,178547,small,test
10329,10329,The National Anthem,Vitamin String Quartet,5.0,2004,405021.0,Pop,OTHER,6MERXsiRbur2oJZFgYRDKz,7ePcWA3TcWDVs5KefoKcM7,SOBRKIE12A6D4FC349,346773,small,train
10332,10332,Doer of Your Word,Glad,10.0,1998,7223.0,Folk&Accoustic,OTHER,4rhwll8EPEHOW8diluKlrZ,0uWmUHmAUKcKWdSFrqK8Jw,SOBRKNW12AB018D38E,250543,small,test
10340,10340,The Pump Rooms Of Bath,Kajagoogoo,20.0,1984,64723.0,Rock,Classical,0f3kLT4wvi2mFHlHJgV8Hl,0xM84XzqFGTDsFjPgCrXh9,SOBRMJK12A6D4F76B6,152947,small,train
10350,10350,Sueño,Emilio Tuero,3.0,2014,3533.0,OTHER,,7F6NblQs1aQ4KovOCphLkD,5EdLzpB9VZMELLnyTExWoL,SOBROFS12AB018E8C3,143600,small,train
10351,10351,Someone Like You,Cupid,11.0,2007,,,,0lax1ZgWclW6mZFaGu27MM,1tDyAU95D65Shy34JxsQCu,SOBROHH12A6D4FE331,211840,small,test
10355,10355,The IVth Crusade,Bolt Thrower,21.0,1992,62429.0,Metal,Metal,3EbMlZ7ZKmFWPTHrLzpzvs,5lNb3hq6UlBJNwtkQm7ZwS,SOBRORH12AB018AA7F,298668,small,test
10356,10356,Jimmie Jones - Single Version,The Vapors,7.0,2003,14784.0,Rock,Punk,4K3NWDwBIxgktui14SccR2,1QFiDNGxESC9Q5byAWe3gR,SOBRORR12A6D4F7387,204920,small,test
10361,10361,Dawn Trader,Jonn Serrie,19.0,2002,4910.0,Electronic/Dance,OTHER,1QZGv6Rumxnw9nIGmowvlM,4a56t0nJSWI4JU9YBCXmSn,SOBRPAR12AB017AC75,518627,small,train
10363,10363,Kom Tilda,Laleh,19.0,2005,638564.0,Pop,Pop,62QZPjYQMoo5g56FP9Webq,64o8Xiysec8ro1PqcgYWuh,SOBRPDX12A8AE45C53,247600,small,train
10365,10365,Don’t Call Home,The Breeders,12.0,1992,166894.0,Pop,Rock,1xgFexIwrf2QjbU0buCNnp,19Ziv3aSZUm6uv2XvQAMLN,SOBRPGL12A8C138DAE,218893,small,test
10367,10367,She's Gonna Fly,Collin Raye,7.0,2000,152119.0,Country,Country,4AwLiAGc1rRLrCepj5rdTI,2se1SL0BaoWw10m7oHEAU3,SOBRPMY12A8C131C7D,282030,small,train
10369,10369,AM/FM,Strip Steve,0.0,2009,3377.0,Electronic/Dance,Electronic/Dance,1YKFD3qeH0TeGJcvVRDSJT,3fyKm8rDC0QEZUSblOS2ND,SOBRQAZ12AB01835D3,228699,small,train
10393,10393,Coldness of My Mind,Kotipelto,5.0,2004,6625.0,Metal,Metal,3fKipwaCrvnJDSNh3IDpkC,5DPUCIYoQMbL6PbxpHVn86,SOBRUIZ12A6D4F6658,217013,small,train
10397,10397,Falling Away,Rattlesnake Remedy,0.0,2006,161.0,Rock,,7r8OXYgj6fHLNEsqskDzhb,1mziLbGoH63Z7Enwztuy5m,SOBRUXK12AB01865FC,164907,small,train
10401,10401,Cholymelan - New Version,Diary Of Dreams,4.0,1999,28991.0,Punk,Electronic/Dance,1tg5jMp8FFjVqjgoxuEbSR,49FLLMDkypfELeSZ62X7Lq,SOBRVHK12A6D4FABE1,294533,small,train
10406,10406,Stop That,Zapp,9.0,1989,184786.0,Funk,Hip-hop,396Kh0m4wGUvcMUULw71yi,4SlFB2GYjGJQS9l1HZTn6V,SOBRWHE12A58A77A7D,242173,small,train
10407,10407,No Liazi Jaz,Plankton Man,7.0,2001,210.0,Latin,,54MZs0gfg6hS3qD4XFbN26,2PdLQYio9xok5IOXtYkA4W,SOBRWIK12A3F1EA746,298307,small,train
10416,10416,Beautiful featuring Karin,DJ Kawasaki,10.0,2008,4422.0,Electronic/Dance,Jazz,0SCF6DFbfs4N5VtmfOlHhe,2urkZY95TRRXMItgSKwpG0,SOBRXTU12AB018187C,462027,small,train
